Status,Titre,Détails,Auteurs,Publication,Pages,Domaine,Langue,Maison d'édition,Format,Acheté chez,Date de l'ajout,Auteur 1,Etat,Auteur,Genre,Naissance,Mort,Pays,Pays 2,Continent,Country,Code
o,"Prayer for Owen Meany, A ",0,"Irving, John",1989.0,656,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-29,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,Setting Free the Bears,0,"Irving, John",1968.0,416,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-29,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,"Son of the Circus, A ",0,"Irving, John",1994.0,784,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-08,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,Trying to Save Piggy Sneed,0,"Irving, John",1996.0,432,Nouvelle,Anglais,Black Swan,epub,OrellFluessi,2021-07-17,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,Until I Find You,0,"Irving, John",2005.0,960,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-08,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,"Water-Method Man, The ",0,"Irving, John",1972.0,432,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-29,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,"Widow for One Year, A ",0,"Irving, John",1998.0,656,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-29,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,"World According to Garp, The ",0,"Irving, John",1978.0,608,Roman,Anglais,Black Swan,epub,Weltbild,2015-03-29,"Irving, John",o,"Irving, John",M,1942.0,,États-Unis,Canada,Amérique,United States,USA
o,"Legend of Sleepy Hollow and Other Stories, The ",0,"Irving, Washington",1820.0,368,Nouvelle,Anglais,HarperCollins,epub,Payot,2014-03-08,"Irving, Washington",m,"Irving, Washington",M,1783.0,1859.0,États-Unis,,Amérique,United States,USA
o,Miles Davis,0,"Jackson, Jean-Pierre",2007.0,178,"Biographie, Musique, XX, États-Unis",Français,Actes Sud,Papier,Librairie,2014-02-28,"Jackson, Jean-Pierre",o,"Jackson, Jean-Pierre",M,1947.0,,France,,Europe,France,FRA
o,Queneau,Le pouvoir incendiaire du rire,"Jaton, Anne-Marie",2009.0,158,"Biographie, Littérature, XX, France",Français,Infolio,Papier,Librairie,2014-02-28,"Jaton, Anne-Marie",c,"Jaton, Anne-Marie",F,1970.0,,Suisse,,Europe,Switzerland,CHE
o,Churchill,0,"Jenkins, Roy",2001.0,1024,"Biographie, Politique",Anglais,MacMillan,Papier,Librairie,2014-02-28,"Jenkins, Roy",m,"Jenkins, Roy",M,1920.0,2003.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"divins Césars, Les",Idéologie et pouvoir dans la Rome impériale,"Jerphagnon, Lucien",1991.0,587,Histoire,Français,Hachette,Papier,Librairie,2014-02-28,"Jerphagnon, Lucien",m,"Jerphagnon, Lucien",M,1921.0,2011.0,France,,Europe,France,FRA
o,Histoire de la Rome antique : Les armes et les mots,0,"Jerphagnon, Lucien",1987.0,620,Histoire,Français,Hachette,Papier,Librairie,2014-02-28,"Jerphagnon, Lucien",m,"Jerphagnon, Lucien",M,1921.0,2011.0,France,,Europe,France,FRA
o,Satires,0,Juvénal,127.0,294,"Politique, Société, Antiquité, Rome",Français,Gallimard,Papier,Librairie,2014-02-28,Juvénal,m,Juvénal,M,55.0,128.0,Italie,Rome,Europe,Italy,ITA
o,Che,0,"Kalfon, Pierre",1997.0,757,"Biographie, Politique, XX, Cuba",Français,Seuil,Papier,Librairie,2014-02-28,"Kalfon, Pierre",m,"Kalfon, Pierre",M,1930.0,2019.0,France,,Europe,France,FRA
o,Aux sources de la vie,De la cellule à l'être humain,"Karsenti, Éric",2018.0,302,"Science, Biologie",Français,Champs Science,Papier,Librairie,2021-10-21,"Karsenti, Éric",o,"Karsenti, Éric",M,1948.0,,France,,Europe,France,FRA
o,Franklin D. Roosevelt,0,"Kaspi, André",1988.0,738,"Biographie, Politique, XX, États-Unis",Français,Perrin,Papier,Librairie,2014-02-28,"Kaspi, André",o,"Kaspi, André",M,1937.0,,France,,Europe,France,FRA
o,"présidents américains, Les",0,"Kaspi, André & Harter, Hélène Harter",2012.0,272,"Histoire, Politique, États-Unis",Français,Tallandier,epub,ePagine,2014-08-09,"Kaspi, André",o,"Kaspi, André",M,1937.0,,France,,Europe,France,FRA
o,"American Civil War: A Military History, The ",0,"Keegan, John",2009.0,416,"Histoire, Guerre, XIX siècle, États-Unis",Anglais,Vintage,Papier,Librairie,2014-02-28,"Keegan, John",m,"Keegan, John",M,1934.0,2012.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,James Brown,0,"Koechlin, Stéphane",2007.0,389,"Biographie, Musique, XX, États-Unis",Français,Gallimard,Papier,Librairie,2014-02-28,"Koechlin, Stéphane",c,"Koechlin, Stéphane",M,1960.0,,France,,Europe,France,FRA
o,Failure Is Not an Option,0,"Kranz, Gene",2000.0,416,Conquête spatiale,Anglais,Simon & Schuster,Papier,Librairie,2018-09-21,"Kranz, Gene",o,"Kranz, Gene",M,1933.0,,États-Unis,,Amérique,United States,USA
o,Indécence manifeste,0,"Lagercrantz, David",2009.0,381,Roman,Français,Babel,Papier,Librairie,2021-06-19,"Lagercrantz, David",o,"Lagercrantz, David",M,1962.0,,Suède,,Europe,Sweden,SWE
o,"Girl who Lived Twice, The ",0,"Lagercrantz, David",2019.0,448,Policier,Anglais,Quercus,epub,OrellFluessi,2019-10-08,"Lagercrantz, David",o,"Lagercrantz, David",M,1962.0,,Suède,,Europe,Sweden,SWE
o,"Girl in the Spider's Web, The ",0,"Lagercrantz, David",2015.0,448,Policier,Anglais,Quercus,epub,OrellFluessi,2019-09-22,"Lagercrantz, David",o,"Lagercrantz, David",M,1962.0,,Suède,,Europe,Sweden,SWE
o,"Girl who Takes an Eye for an Eye, The ",0,"Lagercrantz, David",2017.0,448,Policier,Anglais,Quercus,epub,OrellFluessi,2019-09-22,"Lagercrantz, David",o,"Lagercrantz, David",M,1962.0,,Suède,,Europe,Sweden,SWE
o,François Ier,Le rêve italien,"Lang, Jack",1997.0,476,"Biographie, Politique, XVI, France",Français,Perrin,Papier,Librairie,2014-02-28,"Lang, Jack",o,"Lang, Jack",M,1939.0,,France,,Europe,France,FRA
o,Écrits de la maison des rats,0,Lao She,1934.0,161,Nouvelle,Français,Philippe Picquier,epub,Chapitre,2017-04-23,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"pousse-pousse, Le ",0,Lao She,1937.0,226,Roman,Français,Philippe Picquier,epub,Chapitre,2015-03-14,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
0,"cage entrebâillée, La ",0,Lao She,1966.0,436,Roman,Français,Gallimard,Néant,Néant,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
0,Gens de Pékin,0,Lao She,1966.0,325,Nouvelle,Français,Gallimard,Néant,Néant,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"homme qui ne mentait jamais, L'",0,Lao She,1966.0,355,Roman,Français,Philippe Picquier,epub,ePagine,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"Messieurs Ma, père et fils",0,Lao She,1966.0,400,Roman,Français,Philippe Picquier,epub,ePagine,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"Quatre générations sous un même toit, tome 1",0,Lao She,1949.0,706,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"Quatre générations sous un même toit, tome 2",0,Lao She,1949.0,740,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,"Quatre générations sous un même toit, tome 3",0,Lao She,1949.0,434,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
0,"tambours, Les",0,Lao She,1966.0,398,Roman,Français,Philippe Picquier,Néant,Néant,2014-02-28,Lao She,m,Lao She,M,1899.0,1966.0,Chine,,Asie,China,CHN
o,Tao-tö king,0,Lao-Tseu,-600.0,108,Spiritualité,Français,Gallimard,Papier,Librairie,2022-05-29,Lao-Tseu,m,Lao-Tseu,M,-650.0,-570.0,Chine,,Asie,China,CHN
o,"cinquième cavalier, Le ",0,"Lapierre, Dominique & Collins, Larry",1980.0,468,Policier,Français,Pocket,Introuvable,Z-Lib,2019-05-11,"Lapierre, Dominique",o,"Lapierre, Dominique",M,1931.0,,France,,Europe,France,FRA
o,Cette nuit la liberté,0,"Lapierre, Dominique & Collins, Larry",1975.0,768,"Récit, XX, Inde",Français,Pocket,Aucun,Aucun,2019-05-11,"Lapierre, Dominique",o,"Lapierre, Dominique",M,1931.0,,France,,Europe,France,FRA
o,Paris brule-t-il ?,0,"Lapierre, Dominique & Collins, Larry",1965.0,672,"Récit, XX, France",Français,Pocket,Introuvable,Z-Lib,2019-05-05,"Lapierre, Dominique",o,"Lapierre, Dominique",M,1931.0,,France,,Europe,France,FRA
o,Ô Jérusalem,0,"Lapierre, Dominique & Collins, Larry",1971.0,928,"Récit, XX, Proche-Orient",Français,Pocket,Introuvable,Z-Lib,2014-02-28,"Lapierre, Dominique",o,"Lapierre, Dominique",M,1931.0,,France,,Europe,France,FRA
o,"Girl Who Kicked the Hornets' Nest, The ",0,"Larsson, Stieg",2007.0,752,Policier,Anglais,Quercus,epub,Kobo,2014-02-28,"Larsson, Stieg",m,"Larsson, Stieg",M,1954.0,2004.0,Suède,,Europe,Sweden,SWE
o,"Girl Who Played with Fire, The ",0,"Larsson, Stieg",2006.0,576,Policier,Anglais,Quercus,epub,Kobo,2014-02-28,"Larsson, Stieg",m,"Larsson, Stieg",M,1954.0,2004.0,Suède,,Europe,Sweden,SWE
o,"Girl with the Dragon Tattoo, The ",0,"Larsson, Stieg",2005.0,560,Policier,Anglais,Quercus,epub,Kobo,2014-02-28,"Larsson, Stieg",m,"Larsson, Stieg",M,1954.0,2004.0,Suède,,Europe,Sweden,SWE
0,Culture Warlords,0,"Lavin, Talia",0.0,288,Sociologie,Anglais,Octopus Publishing,epub,OrellFluessi,2021-03-20,"Lavin, Talia",o,"Lavin, Talia",F,1989.0,,États-Unis,,Amérique,United States,USA
o,"Ancien Régime, Tome 1, L'",1610-1715,"Le Roy Ladurie, Emmanuel",1991.0,499,"Histoire, XVII, XVIII, France",Français,Hachette,Papier,Librairie,2014-02-28,"Le Roy Ladurie, Emmanuel",o,"Le Roy Ladurie, Emmanuel",M,1929.0,,France,,Europe,France,FRA
o,"Ancien Régime, Tome 2, L'",1715-1770,"Le Roy Ladurie, Emmanuel",1991.0,441,"Histoire, XVIII, France",Français,Hachette,Papier,Librairie,2014-02-28,"Le Roy Ladurie, Emmanuel",o,"Le Roy Ladurie, Emmanuel",M,1929.0,,France,,Europe,France,FRA
o,"derniers secrets du Vatican, Les",0,"Lecomte, Bernard",2012.0,291,"Histoire, Religion, Italie",Français,Perrin,epub,Chapitre,2015-08-16,"Lecomte, Bernard",o,"Lecomte, Bernard",M,1949.0,,France,,Europe,France,FRA
o,"secrets du Vatican, Les",0,"Lecomte, Bernard",2011.0,294,"Histoire, Religion, Italie",Français,Perrin,epub,Chapitre,2015-08-16,"Lecomte, Bernard",o,"Lecomte, Bernard",M,1949.0,,France,,Europe,France,FRA
o,Mais où est le temple du soleil ?,Enquête scientifique au pays d'Hergé,"Lehoucq, Roland & Mochkovitch, Robert",2003.0,183,"Littérature, Bande dessinée",Français,Flammarion,Papier,Librairie,2014-02-28,"Lehoucq, Roland",o,"Lehoucq, Roland",M,1965.0,,France,,Europe,France,FRA
0,"héros de notre temps, Un ",0,"Lermontov, Mikhaïl",0.0,0,Roman,Français,Atramenta,Néant,Néant,2014-05-04,"Lermontov, Mikhaïl",m,"Lermontov, Mikhaïl",M,1814.0,1841.0,Russie,,Europe,Russia,RUS
0,"démon, Le ",0,"Lermontov, Mikhaïl",0.0,377,Roman,Français,Corti,Néant,Néant,2014-02-28,"Lermontov, Mikhaïl",m,"Lermontov, Mikhaïl",M,1814.0,1841.0,Russie,,Europe,Russia,RUS
0,"homme étrange - Bal masqué - Deux Frères, Un ",0,"Lermontov, Mikhaïl",0.0,287,Théâtre,Français,Corti,Néant,Néant,2014-02-28,"Lermontov, Mikhaïl",m,"Lermontov, Mikhaïl",M,1814.0,1841.0,Russie,,Europe,Russia,RUS
o,"fauteuil hanté, Le ",0,"Leroux, Gaston",1909.0,173,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
o,"machine à assassiner, La ",0,"Leroux, Gaston",1923.0,217,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
o,"mystère de la chambre jaune, Le ",0,"Leroux, Gaston",1907.0,209,Policier,Français,Bibebook,Aucun,Aucun,2022-04-24,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
o,"Parfum de la dame en noir, Le",0,"Leroux, Gaston",1908.0,250,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
o,"poupée sanglante, La ",0,"Leroux, Gaston",1923.0,300,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
o,"fantôme de l'Opéra, Le ",0,"Leroux, Gaston",1910.0,300,Roman,Français,Pulsio,epub,Google Play,2022-03-30,"Leroux, Gaston",m,"Leroux, Gaston",M,1868.0,1927.0,France,,Europe,France,FRA
0,Cheramour,0,"Leskov, Nikolaï",0.0,121,Roman,Français,Ombres,Néant,Néant,2014-02-28,"Leskov, Nikolaï",m,"Leskov, Nikolaï",M,1831.0,1895.0,Russie,,Europe,Russia,RUS
0,Lady Macbeth au village,0,"Leskov, Nikolaï",0.0,411,Roman,Français,Gallimard,Néant,Néant,2014-02-28,"Leskov, Nikolaï",m,"Leskov, Nikolaï",M,1831.0,1895.0,Russie,,Europe,Russia,RUS
0,"Paon, Le ",0,"Leskov, Nikolaï",0.0,102,Roman,Français,Éditions de l'Aube,Néant,Néant,2014-02-28,"Leskov, Nikolaï",m,"Leskov, Nikolaï",M,1831.0,1895.0,Russie,,Europe,Russia,RUS
o,Louis XVIII,0,"Lever, Évelyne",1988.0,597,"Biographie, Politique, XVIII, XIX, France",Français,Hachette,Papier,Librairie,2014-02-28,"Lever, Évelyne",o,"Lever, Évelyne",F,1944.0,,France,,Europe,France,FRA
o,"Screwtape Letters, The",0,"Lewis, C. S.",1942.0,224,Roman,Anglais,HarperCollins,epub,OrellFluessi,2022-06-06,"Lewis, C. S.",m,"Lewis, C. S.",M,1898.0,1963.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"moine, Le ",0,"Lewis, Matthew Gregory",1796.0,441,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Lewis, Matthew Gregory",m,"Lewis, Matthew Gregory",M,1775.0,1818.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Evolution Man, or, How I Ate My Father, The ",0,"Lewis, Roy",1960.0,213,Roman,Anglais,Vintage,Papier,Librairie,2014-02-28,"Lewis, Roy",m,"Lewis, Roy",M,1913.0,1996.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Elmer Gantry,0,"Lewis, Sinclair",1927.0,573,Roman,Anglais,Reading Essentials,Prêt,Scribd,2021-02-07,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
o,"Job, The ",0,"Lewis, Sinclair",1917.0,343,Roman,Anglais,Read Books Ltd,Prêt,Scribd,2020-10-04,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
o,Babbit,0,"Lewis, Sinclair",1922.0,432,Roman,Anglais,Signet Classics,epub,Google Play,2016-05-06,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
o,It Can't Happen Here,0,"Lewis, Sinclair",1935.0,416,Roman,Anglais,Signet Classics,epub,Google Play,2016-05-06,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
o,Main Street,0,"Lewis, Sinclair",1920.0,480,Roman,Anglais,Signet Classics,epub,Google Play,2016-05-06,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
o,Free Air,0,"Lewis, Sinclair",1919.0,303,Roman,Anglais,Read Books Ltd,Prêt,Scribd,2014-02-28,"Lewis, Sinclair",m,"Lewis, Sinclair",M,1885.0,1951.0,États-Unis,,Amérique,United States,USA
0,Equation That Couldn't Be Solved: How Mathematical Genius Discovered the Language of Symmetry,0,"Livio, Mario",0.0,538,Mathématique,Anglais,Simon & Schuster,Prêt,Scribd,2021-01-30,"Livio, Mario",o,"Livio, Mario",M,1945.0,,Israël,États-Unis,Asie,Israel,ISR
o,"dérèglement du monde, Le",0,"Maalouf, Amin",2009.0,315,Sociologie,Français,Livre de Poche,Papier,Librairie,2021-06-19,"Maalouf, Amin",o,"Maalouf, Amin",M,1949.0,,Liban,France,Asie,Lebanon,LBN
0,Force 10 from Navarone,0,"MacLean, Alistair",1968.0,317,Policier,Anglais,HarperCollins,Prêt,Scribd,2021-02-19,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
0,Caravan to Vaccarès,0,"MacLean, Alistair",1970.0,304,Policier,Anglais,HarperCollins,Prêt,Scribd,2019-05-19,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
0,"Guns of Navarone, The ",0,"MacLean, Alistair",1957.0,416,Policier,Anglais,HarperCollins,epub,Payot,2016-10-23,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
0,Ice Station Zebra,0,"MacLean, Alistair",1963.0,400,Policier,Anglais,HarperCollins,epub,Payot,2016-10-23,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
0,"Last Frontier, The ",0,"MacLean, Alistair",1959.0,416,Policier,Anglais,HarperCollins,epub,Payot,2016-10-23,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
0,Night Without End,0,"MacLean, Alistair",1959.0,384,Policier,Anglais,HarperCollins,epub,Payot,2016-10-23,"MacLean, Alistair",m,"MacLean, Alistair",M,1922.0,1987.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"condition humaine, La ",0,"Malraux, André",1933.0,420,Roman,Français,Gallimard,epub,Chapitre,2017-03-05,"Malraux, André",m,"Malraux, André",M,1901.0,1976.0,France,,Europe,France,FRA
o,"conquérants, Les",0,"Malraux, André",1928.0,266,Roman,Français,Grasset,epub,Chapitre,2017-03-05,"Malraux, André",m,"Malraux, André",M,1901.0,1976.0,France,,Europe,France,FRA
o,"espoir, L'",0,"Malraux, André",1937.0,608,Roman,Français,Gallimard,epub,Chapitre,2017-03-05,"Malraux, André",m,"Malraux, André",M,1901.0,1976.0,France,,Europe,France,FRA
o,"voie royale, La ",0,"Malraux, André",1930.0,252,Roman,Français,Grasset,epub,Chapitre,2017-03-05,"Malraux, André",m,"Malraux, André",M,1901.0,1976.0,France,,Europe,France,FRA
0,"bruit du temps, Le ",0,"Mandelstam, Ossip",0.0,127,Autobiographie,Français,L'Age d'Homme,Néant,Néant,2014-02-28,"Mandelstam, Ossip",m,"Mandelstam, Ossip",M,1891.0,1938.0,Russie,,Europe,Russia,RUS
0,"timbre égyptien, Le ",0,"Mandelstam, Ossip",0.0,88,Roman,Français,Actes Sud,Néant,Néant,2014-02-28,"Mandelstam, Ossip",m,"Mandelstam, Ossip",M,1891.0,1938.0,Russie,,Europe,Russia,RUS
0,Voyage en Arménie,0,"Mandelstam, Ossip",0.0,142,Récit,Français,L'Age d'Homme,Néant,Néant,2014-02-28,"Mandelstam, Ossip",m,"Mandelstam, Ossip",M,1891.0,1938.0,Russie,,Europe,Russia,RUS
0,"Mont-Blanc n'est pas en France, Le ",0,"Marchon, Olivier",0.0,187,Géographie,Français,Seuil,epub,Chapitre,2017-04-02,"Marchon, Olivier",o,"Marchon, Olivier",M,1975.0,,France,,Europe,France,FRA
o,"Thibault, tome 1, Les",Le Cahier gris - Le Pénitencier - La Belle Saison - La Consultation - La Sorellina,"Martin Du Gard, Roger",0.0,875,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,"Martin Du Gard, Roger",m,"Martin Du Gard, Roger",M,1881.0,1958.0,France,,Europe,France,FRA
o,"Thibault, tome 2, Les",La Mort du père - L'Eté 1914,"Martin Du Gard, Roger",0.0,862,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,"Martin Du Gard, Roger",m,"Martin Du Gard, Roger",M,1881.0,1958.0,France,,Europe,France,FRA
o,"Thibault, tome 3, Les",0,"Martin Du Gard, Roger",0.0,639,Roman,Français,Gallimard,Papier,Librairie,2014-02-28,"Martin Du Gard, Roger",m,"Martin Du Gard, Roger",M,1881.0,1958.0,France,,Europe,France,FRA
o,"dimanches d'un bourgeois de Paris, Les",0,"Maupassant, Guy de",1880.0,66,Nouvelle,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Fort comme la mort,0,"Maupassant, Guy de",1889.0,339,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Miss Harriet,0,"Maupassant, Guy de",1884.0,256,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Mont-Oriol,0,"Maupassant, Guy de",1887.0,416,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Pierre et Jean,0,"Maupassant, Guy de",1887.0,282,Roman,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,"soeurs Rondoli, Les",0,"Maupassant, Guy de",1884.0,157,Nouvelle,Français,Bibebook,Aucun,Aucun,2022-04-24,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Boule de suif,0,"Maupassant, Guy de",1880.0,256,Nouvelle,Français,Livre de Poche,epub,Chapitre,2016-09-11,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Contes de la bécasse,0,"Maupassant, Guy de",1883.0,160,Conte,Français,Livre de Poche,epub,Chapitre,2016-09-11,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Mademoiselle Fifi,0,"Maupassant, Guy de",1882.0,192,Nouvelle,Français,Livre de Poche,epub,Chapitre,2016-09-11,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,"Petite Roque, La ",0,"Maupassant, Guy de",1886.0,192,Nouvelle,Français,Livre de Poche,epub,Chapitre,2016-09-11,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Contes du jour et de la nuit,0,"Maupassant, Guy de",1885.0,192,Conte,Français,Livre de Poche,epub,Chapitre,2016-08-14,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,"Horla et autres récits fantastiques, Le ",0,"Maupassant, Guy de",1887.0,224,Conte,Français,Livre de Poche,epub,Chapitre,2016-08-14,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,"Maison Tellier, La ",0,"Maupassant, Guy de",1881.0,192,Nouvelle,Français,Livre de Poche,epub,Chapitre,2016-08-14,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Notre cœur,0,"Maupassant, Guy de",1890.0,288,Roman,Français,Livre de Poche,epub,Chapitre,2016-08-14,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,"vie, Une ",0,"Maupassant, Guy de",1883.0,256,Roman,Français,Livre de Poche,epub,Chapitre,2016-08-14,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Bel-Ami,0,"Maupassant, Guy de",1885.0,384,Roman,Français,Livre de Poche,epub,Google Play,2014-02-28,"Maupassant, Guy de",m,"Maupassant, Guy de",M,1850.0,1893.0,France,,Europe,France,FRA
o,Manuel d'autodéfense intellectuelle,0,"Mazet, Sophie",2015.0,258,Sociologie,Français,Robert Laffont,Papier,Librairie,2017-10-01,"Mazet, Sophie",o,"Mazet, Sophie",F,1980.0,,France,,Europe,France,FRA
o,"Entre Dieu et moi, c'est fini",0,"Mazetti, Katarina",1995.0,136,Roman,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Mazetti, Katarina",o,"Mazetti, Katarina",F,1944.0,,Suède,,Europe,Sweden,SWE
o,"larmes de Tarzan, Les",0,"Mazetti, Katarina",2003.0,265,Roman,Français,Babel,Aucun,Aucun,2014-02-28,"Mazetti, Katarina",o,"Mazetti, Katarina",F,1944.0,,Suède,,Europe,Sweden,SWE
O,Tintin And The Secret Of Literature,0,"McCarthy, Tom",2006.0,240,Littérature; Bande dessinée,Anglais,Granta Books,epub,Google Play,2022-01-30,"McCarthy, Tom",o,"McCarthy, Tom",M,1969.0,,Royaume-Uni,,Europe,United Kingdom,GBR
0,Antony and Cleopatra,0,"McCullough, Colleen",0.0,400,Roman,Anglais,HarperCollins,epub,Weltbild,2017-10-17,"McCullough, Colleen",m,"McCullough, Colleen",F,1937.0,2015.0,Australie,,Océanie,Australia,AUS
0,"October Horse, The ",0,"McCullough, Colleen",0.0,800,Roman,Anglais,Simon & Schuster,epub,Weltbild,2017-10-17,"McCullough, Colleen",m,"McCullough, Colleen",F,1937.0,2015.0,Australie,,Océanie,Australia,AUS
0,Caesar,0,"McCullough, Colleen",0.0,863,Roman,Anglais,Head of Zeus Ltd,epub,Google Play,2016-10-15,"McCullough, Colleen",m,"McCullough, Colleen",F,1937.0,2015.0,Australie,,Océanie,Australia,AUS
0,Caesar's Women,0,"McCullough, Colleen",0.0,880,Roman,Anglais,Head of Zeus Ltd,epub,Google Play,2016-10-15,"McCullough, Colleen",m,"McCullough, Colleen",F,1937.0,2015.0,Australie,,Océanie,Australia,AUS
