Status,Titre,Détails,Auteurs,Publication,Pages,Domaine,Langue,Maison d'édition,Format,Acheté chez,Date de l'ajout,Auteur 1,Etat,Auteur,Genre,Naissance,Mort,Pays,Pays 2,Continent,Country,Code
o,"Secret Adversary, The",0,"Christie, Agatha",1922.0,352,Policier,Anglais,HarperCollins,epub,OrellFluessi,2018-08-03,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,4.50 From Paddington,0,"Christie, Agatha",1957.0,288,Policier,Anglais,HarperCollins,epub,Kobo,2016-09-10,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Curtain,0,"Christie, Agatha",1975.0,240,Policier,Anglais,HarperCollins,epub,Kobo,2016-09-10,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Death in the Clouds,0,"Christie, Agatha",1935.0,272,Policier,Anglais,HarperCollins,epub,Kobo,2016-09-10,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Mrs McGinty's Dead,0,"Christie, Agatha",1952.0,272,Policier,Anglais,HarperCollins,epub,Kobo,2016-09-10,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Murder on the Links, The",0,"Christie, Agatha",1923.0,272,Policier,Anglais,HarperCollins,epub,Kobo,2016-09-10,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,At Bertram's Hotel,0,"Christie, Agatha",1965.0,272,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-21,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Mystery of the Blue Train, The",0,"Christie, Agatha",1928.0,320,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-21,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Pocket Full of Rye, A ",0,"Christie, Agatha",1953.0,256,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-21,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"ABC Murders, The",0,"Christie, Agatha",1936.0,224,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,And Then There Were None,0,"Christie, Agatha",1939.0,224,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Appointment with Death,0,"Christie, Agatha",1938.0,304,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Body in the Library, The",0,"Christie, Agatha",1942.0,224,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Cards on the Table,0,"Christie, Agatha",1936.0,224,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Crooked House,0,"Christie, Agatha",1963.0,400,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Death on the Nile,0,"Christie, Agatha",1937.0,256,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Hollow, The",0,"Christie, Agatha",1946.0,240,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Lord Edgware Dies,0,"Christie, Agatha",1933.0,288,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Mirror Crack’d from Side to Side, The",0,"Christie, Agatha",1962.0,288,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Moving Finger, The",0,"Christie, Agatha",1943.0,320,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Murder at the Vicarage, The",0,"Christie, Agatha",1930.0,224,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Murder in Mesopotamia,0,"Christie, Agatha",1936.0,352,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Murder Is Announced, A ",0,"Christie, Agatha",1950.0,256,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Murder of Roger Ackroyd, The",0,"Christie, Agatha",1926.0,368,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Murder on the Orient Express,0,"Christie, Agatha",1934.0,240,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Mysterious Affair at Styles, The",0,"Christie, Agatha",1921.0,208,Policier,Anglais,HarperCollins,epub,Kobo,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Peril at End House,0,"Christie, Agatha",1932.0,288,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,They do it with Mirrors,0,"Christie, Agatha",1952.0,369,Policier,Anglais,HarperCollins,epub,Google Play,2016-08-14,"Christie, Agatha",m,"Christie, Agatha",F,1890.0,1976.0,Royaume-Uni,,Europe,United Kingdom,GBR
o,Influence et manipulation,0,"Cialdini, Robert",1984.0,408,Sociologie,Français,Pocket,Papier,Librairie,2019-06-22,"Cialdini, Robert",o,"Cialdini, Robert",M,1945.0,,États-Unis,,Amérique,United States,USA
0,Maps That Changed the World,0,"Clark, John O. E.",0.0,487,Histoire,Anglais,Batsford,Prêt,Scribd,2021-01-21,"Clark, John O. E.",o,"Clark, John O. E.",M,1937.0,,Royaume-Uni,,Europe,United Kingdom,GBR
o,"So, Anyway",0,"Cleese, John",2014.0,480,"Autobiographie, Cinéma, XX, Angleterre",Anglais,Random House,epub,OrellFluessi,2019-05-05,"Cleese, John",o,"Cleese, John",M,1939.0,,Royaume-Uni,,Europe,United Kingdom,GBR
o,Lucifer's Legacy,The Meaning of Asymmetry,"Close, Frank",2000.0,272,"Sciences, Mathématique",Anglais,Oxford University Press,Papier,Librairie,2014-02-28,"Close, Frank",o,"Close, Frank",M,1945.0,,Royaume-Uni,,Europe,United Kingdom,GBR
o,"Watergate Affair, 1972, The",The Resignation of President Richard M.Nixon,"Coates, Tim",2001.0,208,"Histoire, XX, États-Unis",Anglais,Tim Coates,Papier,Librairie,2014-02-28,"Coates, Tim",c,"Coates, Tim",M,1950.0,,États-Unis,,Amérique,United States,USA
0,Sigmaringen,0,"Cointet, Jean-Paul",0.0,372,Histoire,Français,Perrin,epub,Chapitre,2015-11-29,"Cointet, Jean-Paul",o,"Cointet, Jean-Paul",M,1939.0,,France,,Europe,France,FRA
0,Pierre Laval,0,"Cointet, Jean-Paul",0.0,596,"Biographie, Politique",Français,Fayard,Néant,Néant,2014-02-28,"Cointet, Jean-Paul",o,"Cointet, Jean-Paul",M,1939.0,,France,,Europe,France,FRA
o,Fortitude,0,"Collins, Larry",1985.0,516,Roman,Français,Robert Laffont,Introuvable,Z-Lib,2021-03-13,"Collins, Larry",m,"Collins, Larry",M,1929.0,2005.0,États-Unis,,Amérique,United States,USA
o,Propagande,La manipulation de masse dans le monde contemporain,"Colon, David",2019.0,439,Sociologie,Français,Flammarion,Papier,Librairie,2022-04-16,"Colon, David",c,"Colon, David",M,,,France,,Europe,France,FRA
o,Martin Luther King Jr,Un homme et son rêve,"Combesque, Marie-Agnès",2004.0,364,"Biographie, Politique, XX, États-Unis",Français,Éditions du Félin,Papier,Librairie,2014-02-28,"Combesque, Marie-Agnès",o,"Combesque, Marie-Agnès",F,1960.0,,France,,Europe,France,FRA
o,"esprit de l'athéisme, L'",Introduction à une spiritualité sans dieu,"Comte-Sponville, André",2006.0,215,"Sociologie, Religion",Français,Livre de Poche,Papier,Librairie,2022-05-20,"Comte-Sponville, André",o,"Comte-Sponville, André",M,1956.0,,France,,Europe,France,FRA
o,Angels Flight,0,"Connelly, Michael",1999.0,432,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Black Box, The ",0,"Connelly, Michael",2012.0,448,Policier,Anglais,Orion,epub,Feedbooks,2017-10-11,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Black Echo, The ",0,"Connelly, Michael",1992.0,496,Policier,Anglais,Orion,epub,Thalia,2015-12-13,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Black Ice, The ",0,"Connelly, Michael",1993.0,416,Policier,Anglais,Orion,epub,Feedbooks,2016-03-20,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Blood Work,0,"Connelly, Michael",1998.0,496,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Brass Verdict, The ",0,"Connelly, Michael",2008.0,432,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Burning Room, The ",0,"Connelly, Michael",2014.0,392,Policier,Anglais,Orion,epub,Feedbooks,2017-10-11,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,City of Bones,0,"Connelly, Michael",2002.0,448,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Closers, The ",0,"Connelly, Michael",2005.0,432,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Concrete Blonde, The ",0,"Connelly, Michael",1994.0,300,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Crossing, The ",0,"Connelly, Michael",2015.0,400,Policier,Anglais,Orion,epub,Google Play,2017-04-23,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Dark Hours, The",0,"Connelly, Michael",2021.0,480,Policier,Anglais,Orion,epub,OrellFluessi,2021-12-26,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Dark Sacred Night,0,"Connelly, Michael",2018.0,544,Policier,Anglais,Orion,epub,OrellFluessi,2019-05-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Darkness More Than Night, A ",0,"Connelly, Michael",2001.0,448,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Drop, The ",0,"Connelly, Michael",2011.0,400,Policier,Anglais,Orion,epub,Feedbooks,2016-10-23,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Echo Park,0,"Connelly, Michael",2006.0,432,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Last Coyote, The ",0,"Connelly, Michael",1995.0,480,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Late Show, The ",0,"Connelly, Michael",2017.0,416,Policier,Anglais,Orion,epub,OrellFluessi,2019-05-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Lincoln Lawyer, The ",0,"Connelly, Michael",2015.0,480,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Lost Light,0,"Connelly, Michael",2003.0,368,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Narrows, The ",0,"Connelly, Michael",2004.0,416,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Night Fire, The ",0,"Connelly, Michael",2019.0,416,Policier,Anglais,Orion,epub,OrellFluessi,2020-02-15,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Overlook, The ",0,"Connelly, Michael",2007.0,352,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Poet, The ",0,"Connelly, Michael",1996.0,512,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Reversal, The ",0,"Connelly, Michael",2010.0,416,Policier,Anglais,Orion,epub,Feedbooks,2015-07-05,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Trunk Music,0,"Connelly, Michael",1997.0,464,Policier,Anglais,Orion,epub,Feedbooks,2014-12-14,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,Two Kinds of Truth,0,"Connelly, Michael",2017.0,416,Policier,Anglais,Orion,epub,OrellFluessi,2018-12-21,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
o,"Wrong Side of Goodbye, The ",0,"Connelly, Michael",2016.0,400,Policier,Anglais,Orion,epub,OrellFluessi,2018-12-21,"Connelly, Michael",o,"Connelly, Michael",M,1956.0,,États-Unis,,Amérique,United States,USA
0,Summer Things,0,"Connolly, Joseph",1998.0,384,Roman,Anglais,Quercus,epub,OrellFluessi,2020-11-21,"Connolly, Joseph",o,"Connolly, Joseph",M,1950.0,,Royaume-Uni,,Europe,United Kingdom,GBR
o,P.G. Wodehouse,0,"Connolly, Joseph",2004.0,150,"Biographie, Littérature, XX, Royaume-Uni",Anglais,Haus Publishing Limited,Papier,Librairie,2014-02-28,"Connolly, Joseph",o,"Connolly, Joseph",M,1950.0,,Royaume-Uni,,Europe,United Kingdom,GBR
0,"Ni les ailes, ni le bec",0,"Conod, François",0.0,168,Nouvelle,Français,Bernard Campiche,Néant,Néant,2021-03-20,"Conod, François",m,"Conod, François",M,1945.0,2017.0,Suisse,,Europe,Switzerland,CHE
o,"bouddhisme, Le ", Dans son essence et son développement,"Conze, Edward",1951.0,262,"Religion, Spiritualité",Français,Payot,Papier,Librairie,2014-02-28,"Conze, Edward",m,"Conze, Edward",M,1904.0,1979.0,Allemagne,Royaume-Uni,Europe,Germany,DEU
0,Thirteen: The Apollo Flight that Failed,0,"Cooper, Henry S. F.",0.0,179,Astronomie,Anglais,Open Road Media,Prêt,Scribd,2020-09-21,"Cooper, Henry S. F.",m,"Cooper, Henry S. F.",M,1933.0,2016.0,États-Unis,,Amérique,United States,USA
o,Auguste,0,"Cosme, Pierre",2005.0,345,"Biographie, Politique, Rome, Antiquité",Français,Perrin,Papier,Librairie,2014-02-28,"Cosme, Pierre",o,"Cosme, Pierre",M,1965.0,,France,,Europe,France,FRA
o,"feux du désespoir, Les",0,"Courrière, Yves",1971.0,633,"Récit, Guerre, XX, Algérie",Français,Aucun,Introuvable,Z-Lib,2014-02-28,"Courrière, Yves",m,"Courrière, Yves",M,1935.0,2012.0,France,,Europe,France,FRA
o,"fils de la Toussaint, Les",0,"Courrière, Yves",1968.0,611,"Récit, Guerre, XX, Algérie",Français,Aucun,Introuvable,Z-Lib,2014-02-28,"Courrière, Yves",m,"Courrière, Yves",M,1935.0,2012.0,France,,Europe,France,FRA
o,"heure des colonels, L'",0,"Courrière, Yves",1970.0,622,"Récit, Guerre, XX, Algérie",Français,Aucun,Introuvable,Z-Lib,2014-02-28,"Courrière, Yves",m,"Courrière, Yves",M,1935.0,2012.0,France,,Europe,France,FRA
o,"temps des léopards, Le",0,"Courrière, Yves",1969.0,596,"Récit, Guerre, XX, Algérie",Français,Aucun,Introuvable,Z-Lib,2014-02-28,"Courrière, Yves",m,"Courrière, Yves",M,1935.0,2012.0,France,,Europe,France,FRA
o,"histoire des empires maritimes, Une",0,"Coutansais, Cyrille P.",2013.0,144,Histoire,Français,Biblis,Papier,Librairie,2021-07-11,"Coutansais, Cyrille P.",c,"Coutansais, Cyrille P.",M,1975.0,,France,,Europe,France,FRA
o,Room Full of Mirrors,0,"Cross, Charles R.",2005.0,400,"Biographie, Musique",Anglais,Sceptre,Papier,Librairie,2014-02-28,"Cross, Charles R.",c,"Cross, Charles R.",M,1965.0,,États-Unis,,Amérique,United States,USA
o,"peso della farfalla, Il",0,"De Luca, Erri",2009.0,139,Nouvelle,Italien,Gallimard,Papier,Librairie,2019-10-17,"De Luca, Erri",o,"De Luca, Erri",M,1950.0,,Italie,,Europe,Italy,ITA
o,Monk,0,"de Wilde, Laurent",1997.0,313,"Biographie, Musique, Jazz, XX siècle, États-Unis",Français,Gallimard,Papier,Librairie,2014-02-28,"de Wilde, Laurent",o,"de Wilde, Laurent",M,1960.0,,France,,Europe,France,FRA
o,"Jules Verne, l'enchanteur",0,"Dekiss, Jean-Paul",2002.0,429,"Biographie, Littérature, XIX, France",Français,Le Félin,Papier,Librairie,2014-02-28,"Dekiss, Jean-Paul",o,"Dekiss, Jean-Paul",M,1946.0,,France,,Europe,France,FRA
0,Histoire des Gaules: (VIe siècle av. JC - VIe siècle ap. JC),0,"Delaplace, Christine & France, Jérôme",0.0,288,Histoire,Français,Armand Colin,epub,Payot,2020-12-26,"Delaplace, Christine",c,"Delaplace, Christine",F,1955.0,,France,,Europe,France,FRA
o,"histoire de la langue de bois, Une ",0,"Delporte, Christian",2009.0,382,Linguistique,Français,Champs Histoire,Papier,Librairie,2014-02-28,"Delporte, Christian",o,"Delporte, Christian",M,1958.0,,France,,Europe,France,FRA
o,"dix millénaires oubliés qui ont fait l'histoire, Les","Quand on inventa l'agriculture, la guerre, les chefs","Demoule, Jean-Paul",2017.0,275,"Histoire, Préhistoire",Français,Pluriel,Papier,Librairie,2020-06-30,"Demoule, Jean-Paul",o,"Demoule, Jean-Paul",M,1947.0,,France,,Europe,France,FRA
o,Saint-Exupéry,L'archange et l'écrivain,"des Vallières, Nathalie",1998.0,0,"Biographie, Littérature, XX, France",Français,Gallimard,Papier,Librairie,2014-02-28,"des Vallières, Nathalie",m,"des Vallières, Nathalie",F,1951.0,2009.0,France,,Europe,France,FRA
o,"fabrique du crétin digital, La",0,"Desmurget, Michel",2019.0,558,Sociologie; Internet,Français,Points,Papier,Librairie,2022-03-12,"Desmurget, Michel",o,"Desmurget, Michel",M,1965.0,,France,,Europe,France,FRA
o,Immune,A Journey Into the Mysterious System That Keeps You Alive,"Dettmer, Philipp",2021.0,341,"Sciences, Médecine",Anglais,Hodder and Stoughton,epub,OrellFluessi,2022-03-16,"Dettmer, Philipp",o,"Dettmer, Philipp",M,1986.0,,Allemagne,,Europe,Germany,DEU
0,"Brief Wondrous Life of Oscar Wao, The",0,"Diaz, Junot",0.0,352,Roman,Anglais,Faber,epub,OrellFluessi,2021-03-20,"Diaz, Junot",o,"Diaz, Junot",M,1968.0,,République Dominicaine,États-Unis,Amérique,Dominican Republic,DOM
0,"derniers Jours de nos pères, Les",0,"Dicker, Joël",0.0,334,Roman,Français,L'Age d'Homme,epub,Google Play,2015-10-17,"Dicker, Joël",o,"Dicker, Joël",M,1985.0,,Suisse,,Europe,Switzerland,CHE
0,"Vérité sur l'Affaire Harry Quebert, La ",0,"Dicker, Joël",0.0,672,Roman,Français,L'Age d'Homme,epub,Google Play,2015-10-17,"Dicker, Joël",o,"Dicker, Joël",M,1985.0,,Suisse,,Europe,Switzerland,CHE
o,Total bullshit !,Au cœur de la post-vérité,"Dieguez, Sebastian",2018.0,340,Sociologie,Français,Presses Universitaires de France,epub,Google Play,2022-05-15,"Dieguez, Sebastian",c,"Dieguez, Sebastian",M,1970.0,,Suisse,,Europe,Switzerland,CHE
o,Speed and Scale,0,"Doerr, John",2021.0,448,"Sociologie, Ecologie",Anglais,Penguin,epub,Google Play,2022-04-22,"Doerr, John",o,"Doerr, John",M,1951.0,,États-Unis,,Amérique,United States,USA
o,Crime et châtiment,0,"Dostoïevski, Fédor",1866.0,730,Roman,Français,Flammarion,epub,Google Play,2022-01-21,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"douce, La",0,"Dostoïevski, Fédor",1876.0,138,Roman,Français,Actes Sud,epub,Payot,2022-01-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"joueur, Le ",0,"Dostoïevski, Fédor",1866.0,240,Roman,Français,Actes Sud,epub,Payot,2022-01-04,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"carnet du sous-sol, Les",0,"Dostoïevski, Fédor",1864.0,192,Roman,Français,Actes Sud,Aucun,Aucun,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"éternel mari, L'",0,"Dostoïevski, Fédor",1870.0,288,Roman,Français,Actes Sud,Aucun,Aucun,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
a,"frères Karamazov, Les",0,"Dostoïevski, Fédor",1880.0,920,Roman,Français,Actes Sud,Néant,Néant,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"logeuse et autres nouvelles, La ",0,"Dostoïevski, Fédor",1847.0,144,Nouvelle,Français,Actes Sud,Aucun,Aucun,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,Niétotchka Nezvanova,0,"Dostoïevski, Fédor",1849.0,172,Roman,Français,Actes Sud,Aucun,Aucun,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"nuits blanches, Les",0,"Dostoïevski, Fédor",1848.0,110,Nouvelle,Français,Actes Sud,Aucun,Aucun,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
a,"possédés, Les",0,"Dostoïevski, Fédor",1871.0,896,Roman,Français,Actes Sud,Néant,Néant,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
a,Souvenirs de la maison des morts,0,"Dostoïevski, Fédor",1862.0,512,Récit,Français,Actes Sud,Néant,Néant,2018-09-09,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"adolescent, L'",0,"Dostoïevski, Fédor",1875.0,649,Roman,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"annales de Petersbourg, Les",0,"Dostoïevski, Fédor",1847.0,74,Récit,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"bourg de Stepantchikovo et sa population, Le ",0,"Dostoïevski, Fédor",1859.0,378,Roman,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"coeur faible, Un ",0,"Dostoïevski, Fédor",1848.0,88,Nouvelle,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"crocodile, Le ",0,"Dostoïevski, Fédor",1865.0,80,Nouvelle,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,Dernières miniatures,0,"Dostoïevski, Fédor",1878.0,160,Nouvelle,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"double, Le ",0,"Dostoïevski, Fédor",1846.0,275,Roman,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
o,"femme d'un autre et le Mari sous le lit, La ",0,"Dostoïevski, Fédor",1848.0,80,Nouvelle,Français,Actes Sud,Aucun,Aucun,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
a,Humiliés et Offensés,0,"Dostoïevski, Fédor",1861.0,544,Roman,Français,Actes Sud,Néant,Néant,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
a,"idiot, L'",0,"Dostoïevski, Fédor",1869.0,960,Roman,Français,Livre de Poche,Néant,Néant,2014-02-28,"Dostoïevski, Fédor",m,"Dostoïevski, Fédor",M,1821.0,1881.0,Russie,,Europe,Russia,RUS
